customer_id,name,gender,join_date,region,device,num_transactions,total_spent,last_purchase_date
1004,"Lisa Jones",F,2022-11-08,"South Carolina",Mobile,2,1076.67,2025-01-13
1005,"Andrew Cruz",M,2024-12-22,Wyoming,Tablet,1,657.77,2023-11-15
1006,"Samantha Davis",M,2025-03-25,Hawaii,Mobile,2,750.27,2024-04-30
1007,"Dustin Carter",M,2023-08-22,Kansas,Tablet,3,2412.39,2025-01-27
1008,"Chad Friedman",F,2024-09-24,"South Carolina",Tablet,3,1494.16,2025-03-02
1009,"Robert Thomas",F,2024-01-12,Arizona,Desktop,0,NULL,NULL
1010,"Mike Bennett DDS",F,2024-05-10,"New Mexico",Desktop,3,1468.37,2025-08-10
1011,"Kaitlyn Spencer",F,2025-06-27,"New York",Desktop,0,NULL,NULL
1012,"Carl Padilla",F,2023-04-04,Delaware,Tablet,4,3647.47,2025-08-29
1013,"Abigail Brown",M,2024-05-04,"New Jersey",Tablet,3,1880.71,2025-01-21
1014,"Faith Douglas",M,2025-03-14,Maryland,Desktop,1,783.17,2024-03-11
1015,"Christina Miller",M,2025-06-20,Virginia,Desktop,1,18.24,2023-10-16
1016,"Michael Adams",M,2025-04-21,Idaho,Desktop,1,305.32,2025-04-25
1017,"John Jackson",M,2024-03-11,Massachusetts,Desktop,1,582.10,2025-07-18
1018,"Mrs. Shannon Nelson MD",F,2023-10-19,California,Desktop,3,399.25,2025-01-06
1019,"Matthew Rose",F,2024-08-27,Connecticut,Tablet,0,NULL,NULL
1020,"Antonio Scott",M,2024-10-23,"South Carolina",Desktop,2,765.40,2024-02-18
1021,"Jeremy Reynolds",M,2024-10-31,Minnesota,Tablet,1,47.40,2024-10-03
1022,"Wendy Brown",M,2024-05-05,Illinois,Desktop,1,358.13,2024-08-01
1023,"Miguel Ryan",M,2025-02-23,Alaska,Desktop,0,NULL,NULL
1024,"Donald Brown",M,2025-01-31,Oregon,Mobile,3,1306.33,2025-08-26
1025,"Nicole Reed",M,2025-02-14,Missouri,Mobile,0,NULL,NULL
1026,"Zachary Carter",M,2022-12-31,California,Tablet,2,1084.33,2025-03-05
1027,"Christopher Mason",M,2024-08-16,Minnesota,Desktop,3,1535.20,2025-07-19
1028,"Julia Cook",F,2024-11-09,Virginia,Desktop,4,1468.06,2025-08-07
1029,"Crystal Singh",F,2025-05-12,Indiana,Desktop,1,984.55,2025-07-22
1030,"Michael Reyes",F,2022-11-14,Iowa,Tablet,5,2698.24,2025-08-29
1031,"Lisa Lewis",M,2024-08-21,Ohio,Tablet,0,NULL,NULL
1032,"Sandra Glass",M,2023-07-21,Minnesota,Mobile,2,866.62,2025-03-27
1033,"Mrs. Judy Johnson",F,2024-10-18,Ohio,Tablet,3,2601.43,2025-08-04
1034,"Thomas Harrison",M,2024-07-19,Colorado,Tablet,3,1151.10,2025-02-05
1035,"Evan Smith",M,2022-11-17,California,Tablet,3,1492.12,2025-01-30
1036,"Donald Thomas",M,2024-11-14,Oregon,Mobile,0,NULL,NULL
1037,"Elizabeth Glover",F,2025-07-11,Idaho,Desktop,1,801.61,2024-03-03
1038,"David Thomas",F,2023-10-18,Nevada,Desktop,0,NULL,NULL
1039,"Elizabeth Johnson",F,2024-01-31,Kansas,Desktop,3,1387.03,2023-11-20
1040,"Patricia Warren",M,2022-10-18,Massachusetts,Mobile,4,1669.28,2025-05-25
1041,"Kenneth Robinson",M,2024-10-06,Virginia,Desktop,4,1239.78,2025-06-22
1042,"Stephen Vaughn",M,2023-06-10,Alaska,Tablet,3,1788.04,2024-11-06
1043,"Bryce Adams",F,2025-08-13,Florida,Mobile,4,2213.61,2025-08-25
1044,"Kenneth Case",F,2023-07-13,Delaware,Mobile,1,394.34,2024-04-23
1045,"Raymond Spence",M,2024-09-01,Washington,Mobile,3,995.33,2025-08-13
1046,"Juan Jackson",F,2023-01-02,Maine,Tablet,3,2226.64,2025-06-02
1047,"John Arroyo",F,2022-10-13,California,Desktop,1,539.92,2024-02-16
1048,"Veronica Stephenson",M,2023-09-02,Nevada,Tablet,1,485.63,2025-04-03
1049,"Mallory Williams DVM",F,2024-05-22,"West Virginia",Desktop,2,1215.55,2025-01-16
1050,"Sherry Tanner",F,2022-10-08,California,Desktop,2,1289.89,2025-05-05
1051,"Miguel Castaneda",F,2023-12-08,"New Jersey",Desktop,3,2113.35,2025-07-26
1052,"Jill Harris",M,2023-09-29,Nevada,Desktop,1,483.27,2024-05-13
1053,"Nicholas Hernandez",F,2025-06-23,Montana,Tablet,1,413.32,2023-09-08
1054,"Christopher Ferguson",F,2024-04-13,Alaska,Tablet,3,2311.93,2025-01-25
1055,"Kevin Wong",F,2024-06-08,Oregon,Mobile,3,2224.82,2024-12-08
1056,"Benjamin Taylor",F,2024-01-19,Missouri,Mobile,3,2237.67,2025-07-04
1057,"Michael Patterson",M,2024-02-06,Nebraska,Mobile,0,NULL,NULL
1058,"Karen Allen",F,2023-01-25,"New Hampshire",Tablet,3,1276.95,2024-03-10
1059,"Denise Jefferson MD",M,2023-04-30,Louisiana,Mobile,0,NULL,NULL
1060,"Matthew Gonzalez",F,2023-03-30,"West Virginia",Desktop,1,268.96,2023-12-28
1061,"Michelle Frye",F,2024-05-07,Maryland,Mobile,3,1536.33,2025-06-29
1062,"Stephen Riley III",M,2024-12-27,"Rhode Island",Desktop,1,781.56,2023-10-05
1063,"Paul Wade",F,2023-12-26,Nebraska,Tablet,0,NULL,NULL
1064,"Carolyn Patton",M,2024-05-31,Ohio,Mobile,2,1712.95,2025-07-01
1065,"Ryan Webb",F,2025-08-18,Nebraska,Tablet,1,255.70,2023-10-30
1066,"Michael Smith",M,2024-02-01,Wisconsin,Desktop,1,640.39,2024-08-18
1067,"Adam Cantu",M,2025-04-19,"West Virginia",Desktop,5,2779.12,2025-03-30
1068,"Sarah Bullock",M,2024-03-29,Tennessee,Desktop,3,1779.56,2025-07-18
1069,"Matthew Benson",F,2024-06-02,Arizona,Mobile,2,1265.99,2024-09-30
1070,"Jeffrey Alexander",F,2024-08-20,Georgia,Mobile,2,856.97,2024-10-22
1071,"Jennifer Rodriguez",F,2023-02-11,Montana,Mobile,4,2823.25,2025-04-10
1072,"Richard Cox",M,2025-03-04,Wisconsin,Tablet,1,684.77,2024-02-26
1073,"Kurt Frazier",M,2024-08-10,Arkansas,Tablet,3,2187.10,2025-05-07
1074,"Janice Cole",M,2025-07-31,Oklahoma,Mobile,2,541.99,2024-02-14
1075,"Erica Carter",F,2025-06-10,Delaware,Tablet,3,1494.62,2025-08-05
1076,"Shawn Dixon",M,2022-10-26,"New Jersey",Desktop,1,624.86,2024-11-06
1077,"Isaiah Hernandez",F,2025-03-14,Utah,Mobile,1,328.02,2025-05-30
1078,"Heather Sharp",M,2022-09-25,Colorado,Desktop,2,1383.74,2024-06-04
1079,"James Miller",F,2024-11-12,California,Mobile,3,1520.16,2025-04-09
1080,"Melissa Schmidt",M,2024-04-13,California,Tablet,2,1658.22,2024-07-14
1081,"Mark Evans",M,2023-09-27,"South Carolina",Desktop,0,NULL,NULL
1082,"Sarah Howell",M,2025-01-14,"New Jersey",Tablet,0,NULL,NULL
1083,"David Phillips",M,2022-09-14,Michigan,Mobile,5,3124.30,2025-07-19
1084,"Stanley Buck",M,2025-05-27,Hawaii,Mobile,3,783.26,2023-12-17
1085,"Melody Taylor",F,2023-11-07,"New Mexico",Mobile,2,714.87,2024-10-07
1086,"Dominic Melendez",M,2024-12-14,Missouri,Mobile,3,1290.12,2025-05-19
1087,"Ronald Leonard",F,2023-10-09,"West Virginia",Desktop,1,320.28,2024-07-26
1088,"Joseph Guzman",F,2024-12-15,"South Dakota",Tablet,3,1508.69,2025-05-23
1089,"Barbara Wilson",M,2025-05-05,Oregon,Tablet,1,36.53,2024-11-13
1090,"James Garcia",F,2022-10-22,Connecticut,Tablet,7,2726.21,2025-07-04
1091,"Victoria Nelson",M,2023-11-09,Delaware,Desktop,2,1670.08,2025-02-25
1092,"Matthew Johnson",M,2023-05-24,Connecticut,Desktop,1,324.61,2025-06-05
1093,"Douglas Martinez",M,2023-03-31,"South Carolina",Mobile,4,2162.73,2025-03-19
1094,"Christopher Dyer",F,2023-05-19,"New Jersey",Tablet,3,1697.18,2025-07-01
1095,"Chelsea Allen",F,2023-08-30,"North Dakota",Desktop,0,NULL,NULL
1096,"Sabrina Joyce",F,2023-10-14,Connecticut,Tablet,3,2126.62,2025-07-20
1097,"Tamara Robertson",F,2022-12-03,"North Carolina",Mobile,2,1642.99,2025-03-23
1098,"Carolyn Flynn",F,2024-04-03,Mississippi,Tablet,2,194.87,2025-01-07
1099,"Matthew Hall",M,2023-10-02,Iowa,Desktop,1,161.22,2024-08-12
1100,"Brooke Carpenter",M,2025-08-04,"New York",Tablet,0,NULL,NULL
1101,"Kathleen Clayton",M,2024-09-07,"North Dakota",Mobile,0,NULL,NULL
1102,"James Cox",M,2022-09-19,Illinois,Mobile,1,87.39,2024-02-27
1103,"Kevin Fox",M,2024-08-12,Illinois,Mobile,2,1204.36,2024-10-05
1104,"Kristy Hall",F,2025-07-11,"West Virginia",Tablet,3,1762.54,2025-03-01
1105,"Teresa Cain",M,2024-08-02,Alaska,Mobile,2,653.04,2024-12-16
1106,"Katrina Ruiz",M,2022-09-30,Washington,Mobile,1,904.82,2025-07-20
1107,"Bruce Campbell",F,2023-09-15,"Rhode Island",Tablet,3,1719.45,2025-03-16
1108,"Christopher Rush",M,2023-10-28,Oklahoma,Desktop,1,400.40,2025-07-13
1109,"Breanna Case",M,2023-12-17,Arizona,Desktop,4,2987.51,2025-05-03
1110,"Patricia Campos",M,2024-12-16,Arizona,Desktop,1,769.90,2024-03-09
1111,"Brandon Hall",M,2024-10-21,Nevada,Tablet,3,828.09,2025-03-28
1112,"Jeffrey Solis",M,2023-07-30,"New Hampshire",Mobile,5,1769.22,2025-08-09
1113,"Michael Bryant",F,2023-11-24,Hawaii,Desktop,1,628.40,2024-02-28
1114,"Natalie Quinn",M,2023-12-06,Arkansas,Mobile,2,1226.58,2024-03-21
1115,"Eric Adams",F,2024-03-13,Idaho,Mobile,5,2994.49,2025-03-25
1116,"Christopher Miranda",F,2025-08-04,Kansas,Mobile,1,784.13,2024-06-20
1117,"Anthony Sullivan",F,2023-09-14,Oklahoma,Tablet,5,1957.54,2025-07-22
1118,"Heather Gomez",F,2024-10-21,Iowa,Tablet,5,1347.90,2025-03-20
1119,"Catherine Stewart",F,2024-04-24,Massachusetts,Desktop,1,893.56,2023-09-26
1120,"Alexis James",M,2024-08-09,Utah,Mobile,1,515.56,2023-12-13
1121,"Jacqueline Morse",F,2024-09-20,Tennessee,Mobile,1,402.96,2025-04-07
1122,"Amber Myers",F,2025-05-20,"South Dakota",Tablet,4,1979.02,2024-08-17
1123,"Brian Ross",F,2023-07-22,"North Dakota",Mobile,0,NULL,NULL
1124,"Manuel Rice",M,2025-01-10,Idaho,Desktop,3,1267.54,2025-05-22
1125,"Nicole Bell",M,2025-07-24,"New Hampshire",Desktop,2,1640.48,2025-08-13
1126,"Bethany Williams",M,2024-09-24,Wisconsin,Desktop,2,692.49,2025-05-18
1127,"Kimberly Robinson",M,2024-03-29,California,Mobile,3,1265.45,2025-08-08
1128,"Jeffrey King",M,2025-06-27,Nebraska,Desktop,1,491.69,2024-03-23
1129,"Curtis James",F,2022-11-09,"North Carolina",Tablet,4,2542.30,2025-06-29
1130,"Jeffrey Alvarez",F,2025-05-27,Delaware,Desktop,2,1303.00,2025-07-29
1131,"Heather Murray",F,2022-12-27,"New York",Tablet,3,1104.10,2025-05-19
1132,"Shawn Evans",F,2025-03-18,"North Carolina",Desktop,1,118.26,2025-08-05
1133,"Donna Johnson",M,2023-04-14,Utah,Tablet,2,1733.63,2024-04-07
1134,"Daniel Miller",M,2023-12-19,"New Jersey",Mobile,2,548.24,2025-05-30
1135,"Jonathan Marquez",F,2023-01-14,"North Dakota",Tablet,2,663.62,2024-05-13
1136,"Jon Sawyer",M,2025-05-13,Missouri,Mobile,3,1095.08,2025-05-26
1137,"Zachary Jones",M,2023-07-22,Hawaii,Tablet,0,NULL,NULL
1138,"James Phillips",M,2025-05-18,Iowa,Desktop,2,1606.36,2025-06-19
1139,"Daniel Mccarthy",F,2023-09-29,Oregon,Mobile,4,1778.18,2025-04-21
1140,"Rebecca Frazier",F,2023-09-28,Texas,Mobile,5,3239.29,2025-03-20
1141,"Jose Green",F,2024-09-22,Kansas,Mobile,0,NULL,NULL
1142,"Patricia Gay",M,2023-12-25,Pennsylvania,Tablet,3,1936.57,2025-06-16
1143,"Jamie Barron",M,2024-05-17,Maine,Mobile,3,1797.07,2025-03-28
1144,"Nicole Alvarez",M,2024-04-25,Vermont,Mobile,3,1429.26,2024-09-03
1145,"Austin Schwartz",M,2024-08-17,Florida,Mobile,5,2879.10,2025-07-27
1146,"Robert Key",F,2023-02-15,Mississippi,Tablet,2,711.20,2025-04-15
1147,"Adam Nielsen",F,2024-07-01,Oregon,Tablet,2,1545.16,2025-06-26
1148,"Dr. George Jones",M,2023-01-29,Wisconsin,Tablet,4,2208.38,2024-07-10
1149,"Nathaniel Young",M,2023-04-20,"South Carolina",Mobile,3,2021.56,2025-05-09
1150,"Brian Barton",F,2022-09-14,Nebraska,Mobile,1,156.40,2025-08-29
1151,"Mary Waller",M,2024-04-10,"South Dakota",Mobile,1,366.13,2025-03-18
1152,"Brian Boyd",M,2025-05-09,Hawaii,Mobile,0,NULL,NULL
1153,"Brianna Lewis",M,2023-07-31,"New Mexico",Desktop,4,1773.39,2025-05-29
1154,"Amy Benson",F,2023-03-25,Indiana,Desktop,4,1648.10,2025-03-01
1155,"Tyler Olson",F,2023-03-28,"New Mexico",Desktop,1,572.73,2025-02-11
1156,"Philip Baldwin",F,2022-11-20,Maryland,Tablet,5,2253.06,2025-07-05
1157,"Randy Kirk",F,2025-01-06,Kentucky,Mobile,3,1033.34,2024-02-04
1158,"Kathleen Ellis",M,2024-07-11,Wyoming,Desktop,2,1275.97,2024-03-07
1159,"Laurie Church MD",M,2025-08-04,"New Hampshire",Tablet,0,NULL,NULL
1160,"Amy Jimenez",M,2023-09-18,Nebraska,Tablet,2,937.03,2025-05-27
1161,"Elizabeth Whitney",M,2024-10-16,Colorado,Desktop,3,955.07,2024-11-13
1162,"Heather Gonzalez",F,2022-09-06,Kansas,Tablet,1,315.57,2024-09-23
1163,"Matthew Johnson",M,2023-09-27,Iowa,Mobile,3,1492.87,2025-02-13
1164,"Laura Chapman",M,2023-11-06,Vermont,Tablet,3,757.24,2025-05-17
1165,"Eric Lee",M,2023-05-08,Massachusetts,Desktop,3,1697.60,2025-06-28
1166,"Maria Rodriguez",M,2023-09-13,Indiana,Mobile,0,NULL,NULL
1167,"Alexander Wilson",M,2024-06-01,Washington,Tablet,4,1894.00,2025-06-04
1168,"Gabriel Gregory",F,2024-12-04,Delaware,Desktop,1,801.83,2024-02-08
1169,"Dustin Hayden",M,2024-05-04,Michigan,Mobile,1,756.01,2025-07-10
1170,"Brian Rivas",M,2024-07-01,Kansas,Mobile,1,653.51,2024-10-30
1171,"Lori Smith",M,2024-11-10,Missouri,Tablet,1,204.73,2025-04-11
1172,"Leah Sullivan",F,2022-10-05,Maryland,Desktop,2,1617.27,2025-03-23
1173,"Rebecca Skinner",F,2023-01-11,Montana,Mobile,3,835.81,2024-03-22
1174,"Clayton Blake",F,2023-09-20,"West Virginia",Desktop,2,708.40,2024-05-17
1175,"Michele Hodge",F,2023-06-09,"Rhode Island",Tablet,6,2454.42,2025-04-29
1176,"Scott Leonard",F,2025-02-15,Pennsylvania,Mobile,1,984.54,2025-03-05
1177,"Jessica Bradshaw",M,2024-10-28,Indiana,Tablet,1,105.28,2024-03-24
1178,"Suzanne Campbell",F,2023-04-19,Minnesota,Mobile,2,1013.37,2024-04-19
1179,"Roger Richardson",F,2024-01-17,"New Jersey",Mobile,2,1106.49,2024-04-02
1180,"Mr. Nathaniel Blake DDS",M,2024-07-03,Ohio,Tablet,1,888.97,2024-04-15
1181,"William Smith",F,2023-07-12,Washington,Tablet,1,807.36,2024-06-29
1182,"Jennifer Campbell",M,2022-12-25,Maine,Mobile,5,1473.54,2025-05-11
1183,"Raymond Turner",M,2023-10-30,Kansas,Desktop,1,877.12,2024-03-30
1184,"Nicole Harrison",F,2024-03-09,Hawaii,Mobile,1,637.57,2024-03-21
1185,"Anthony Ray",M,2022-12-23,Wyoming,Tablet,1,772.73,2025-05-05
1186,"Sarah Martin",F,2023-07-06,Vermont,Desktop,2,1067.37,2025-07-06
1187,"Michelle Adkins",F,2024-05-02,Pennsylvania,Mobile,2,1118.85,2025-05-22
1188,"Natasha Payne",F,2024-12-12,"North Dakota",Desktop,6,1846.82,2025-07-01
1189,"Joshua Rhodes",F,2024-04-09,Kansas,Desktop,5,1709.21,2024-07-15
1190,"Victoria Campbell",F,2023-05-01,Arizona,Desktop,1,15.68,2025-06-20
1191,"Joseph Cook",M,2025-02-16,"New Mexico",Tablet,0,NULL,NULL
1192,"Neil Medina",M,2024-11-26,Virginia,Desktop,1,817.69,2025-01-03
1193,"Lauren Curry",M,2024-09-30,Massachusetts,Desktop,3,925.00,2025-02-21
1194,"Sandra Lewis",F,2025-08-10,Connecticut,Tablet,3,238.18,2024-01-24
1195,"Sherri Brooks",F,2024-08-06,Maryland,Desktop,3,1723.04,2025-05-20
1196,"Angela Miller",F,2024-02-08,Kentucky,Tablet,1,23.57,2024-06-18
1197,"Gary Harper",M,2025-05-21,Washington,Desktop,2,475.80,2025-04-19
1198,"Nicole Mccarthy",F,2023-10-22,Massachusetts,Desktop,3,1200.06,2025-02-24
1199,"Mary Hansen",F,2024-03-09,Alabama,Desktop,6,2514.20,2025-01-27
1200,"Cynthia Hunter",F,2024-09-25,Oklahoma,Tablet,2,1282.49,2025-01-27
1201,"Stephanie Wright",F,2023-04-16,Pennsylvania,Mobile,0,NULL,NULL
1202,"Anna Fields",F,2025-02-06,Montana,Mobile,6,3722.22,2025-07-27
1203,"Lori Lopez",F,2025-06-01,Arkansas,Desktop,4,2908.84,2025-07-09
1204,"Sheryl Green",M,2023-10-07,Utah,Mobile,1,489.70,2025-04-18
1205,"Christine Marshall",F,2023-09-29,"North Carolina",Mobile,2,713.85,2024-09-07
1206,"Brooke Johnson",F,2023-04-24,Michigan,Desktop,2,1326.55,2025-01-09
1207,"Victoria Adkins",F,2023-06-21,Iowa,Tablet,0,NULL,NULL
1208,"Gregory Morris",F,2025-02-10,Arkansas,Tablet,1,767.59,2023-09-17
1209,"Mary Walker",F,2023-01-01,Maryland,Tablet,2,1309.88,2024-07-27
1210,"Jason Arnold",F,2025-08-19,Michigan,Desktop,2,928.60,2025-01-16
1211,"Dylan Giles",M,2024-11-04,Nevada,Tablet,0,NULL,NULL
1212,"James Morgan",F,2023-05-17,"New Mexico",Desktop,4,1343.83,2025-03-15
1213,"Autumn Gonzalez",M,2024-05-31,Ohio,Mobile,3,1169.39,2025-08-29
1214,"Anthony Cruz",F,2023-03-22,Wisconsin,Tablet,1,187.24,2025-01-19
1215,"Karen Miller",M,2025-06-21,Michigan,Desktop,1,448.52,2023-10-02
1216,"Kari Newman",F,2024-05-16,Maryland,Mobile,2,519.68,2025-01-28
1217,"Linda Garza",M,2024-04-15,California,Tablet,2,1085.98,2025-02-01
1218,"Dillon Young",M,2024-06-27,"Rhode Island",Desktop,2,853.24,2025-03-12
1219,"Dr. Elizabeth Howard",M,2022-10-12,Wyoming,Tablet,2,680.47,2025-03-06
1220,"Monica Yoder",F,2024-12-31,Arkansas,Desktop,1,505.61,2023-10-30
1221,"Joseph Ryan",F,2023-12-27,Nebraska,Desktop,2,1292.84,2024-12-03
1222,"Christopher Baker",F,2025-08-11,California,Tablet,2,1333.72,2025-04-10
1223,"Hannah Keller",F,2022-10-13,Maine,Desktop,3,573.70,2024-02-16
1224,"Matthew Flores",F,2024-10-10,Alabama,Desktop,1,548.93,2024-02-05
1225,"David White",F,2025-01-05,Alabama,Desktop,2,907.43,2025-08-10
1226,"Maria Rush",M,2025-08-25,Arkansas,Desktop,1,403.40,2024-02-25
1227,"Scott Gonzalez",F,2023-11-29,"Rhode Island",Tablet,4,2403.96,2024-08-24
1228,"Crystal Moore",M,2024-10-21,Pennsylvania,Mobile,3,1947.62,2025-06-13
1229,"Shane Beard",F,2023-02-06,Nevada,Mobile,5,3171.23,2025-07-23
1230,"Denise Jimenez",F,2023-07-08,Michigan,Tablet,3,1234.38,2024-08-16
1231,"Rose Hunter",M,2024-12-23,"South Dakota",Desktop,1,169.95,2025-01-20
1232,"Angela Barnes",M,2024-05-23,Minnesota,Desktop,0,NULL,NULL
1233,"Angela Morgan",M,2024-12-18,"South Dakota",Mobile,3,817.95,2025-04-12
1234,"Christopher Olson",M,2023-11-04,Kentucky,Desktop,2,1505.10,2025-07-31
1235,"Brenda Henderson",M,2023-07-16,"Rhode Island",Mobile,2,967.86,2025-03-15
1236,"Dr. Dawn Ellis",F,2022-10-29,Louisiana,Desktop,1,241.60,2025-04-30
1237,"Rachel Sanchez",F,2024-10-05,"West Virginia",Mobile,3,1281.12,2024-10-22
1238,"Brian Blake",F,2023-07-27,"West Virginia",Desktop,2,777.74,2025-01-28
1239,"Mr. Kenneth Todd",F,2023-07-27,"New Jersey",Desktop,2,998.09,2024-09-25
1240,"Nicole Sullivan",M,2024-12-04,Massachusetts,Desktop,2,941.98,2024-10-01
1241,"Jacqueline Howard",M,2025-08-05,"Rhode Island",Desktop,2,437.44,2024-12-06
1242,"Keith Collier",F,2024-04-24,Utah,Tablet,3,692.67,2025-01-29
1243,"Timothy Rowland",M,2023-10-31,Montana,Tablet,3,1169.00,2025-01-15
1244,"Amber Nolan",F,2025-01-29,Georgia,Tablet,2,1002.74,2025-01-10
1245,"Joe Lee",F,2023-06-18,Ohio,Tablet,1,280.99,2025-04-08
1246,"Mrs. Jane Richardson DDS",F,2023-10-06,Vermont,Mobile,1,735.09,2024-05-17
1247,"James Gillespie",F,2024-05-21,Utah,Desktop,4,3081.80,2025-08-21
1248,"Alan Meadows",F,2024-12-07,Maryland,Desktop,1,301.19,2024-11-20
1249,"Amber Moyer",M,2022-12-31,Oklahoma,Tablet,0,NULL,NULL
1250,"Janice Barber",M,2022-09-16,Minnesota,Desktop,2,341.67,2025-08-12
1251,"Luis Cordova",F,2025-01-26,Virginia,Tablet,0,NULL,NULL
1252,"Beth Hodges",M,2024-05-22,Texas,Mobile,1,435.82,2023-11-19
1253,"Ann Parks",F,2023-01-06,"North Carolina",Mobile,3,1453.05,2025-08-12
1254,"Brandon Schneider",M,2024-10-24,Mississippi,Tablet,2,1679.16,2025-08-14
1255,"Andrea Combs",M,2024-10-22,Maryland,Mobile,1,958.32,2024-04-15
1256,"Kendra Baldwin",F,2024-02-19,Connecticut,Desktop,2,1492.59,2024-01-06
1257,"Angela Newman",F,2023-08-16,Nebraska,Mobile,2,1029.64,2025-07-17
1258,"James Hall",F,2024-05-20,Vermont,Tablet,3,2262.71,2025-08-16
1259,"Allen Rivera",F,2024-02-02,Hawaii,Tablet,1,649.42,2025-02-14
1260,"Linda Colon",M,2024-11-26,"West Virginia",Mobile,2,1241.17,2024-10-07
1261,"George Perez",F,2022-10-10,Louisiana,Mobile,2,1285.79,2025-05-13
1262,"Doris Acevedo",M,2023-08-14,Louisiana,Tablet,1,39.59,2024-04-22
1263,"Jennifer Burnett",F,2024-02-16,Louisiana,Tablet,4,2776.91,2025-03-29
1264,"William Foster",F,2024-04-19,"Rhode Island",Tablet,2,1530.10,2025-01-21
1265,"Teresa Robertson",M,2023-10-02,Montana,Mobile,3,1902.05,2025-06-07
1266,"Julie Robinson",F,2025-02-12,Hawaii,Mobile,4,3386.68,2025-02-21
1267,"Dennis Brooks",M,2023-11-11,"New Jersey",Desktop,6,2448.33,2025-07-24
1268,"Samuel Wise",F,2024-05-06,Louisiana,Desktop,4,2686.57,2025-08-25
1269,"Gary Fuller",F,2023-03-16,Maine,Tablet,0,NULL,NULL
1270,"Marcus Jones",M,2022-10-14,"Rhode Island",Tablet,1,390.83,2024-06-01
1271,"James Watson",F,2024-08-12,Oklahoma,Tablet,4,2247.02,2025-01-21
1272,"Steven Stanley",M,2025-04-23,Arkansas,Desktop,3,1482.41,2025-02-13
1273,"Heather Gilmore",F,2022-12-23,"South Carolina",Mobile,0,NULL,NULL
1274,"Tommy Ingram",M,2025-06-08,Tennessee,Tablet,0,NULL,NULL
1275,"Matthew Reeves",M,2025-08-18,Michigan,Tablet,4,1580.75,2025-01-07
1276,"Rebecca Aguilar",M,2023-01-16,Delaware,Tablet,3,1271.73,2025-03-17
1277,"Tyler Hamilton",F,2024-12-04,Texas,Desktop,0,NULL,NULL
1278,"Robin Hernandez",M,2025-06-06,Nevada,Desktop,2,968.30,2025-05-11
1279,"Ariel Esparza",F,2023-09-26,"New Mexico",Desktop,0,NULL,NULL
1280,"Michelle Valdez",M,2025-02-01,Minnesota,Tablet,0,NULL,NULL
1281,"Stephanie Reynolds",M,2025-02-04,Delaware,Mobile,4,2192.45,2025-02-22
1282,"Michael Washington",F,2023-12-09,Washington,Desktop,0,NULL,NULL
1283,"Heather Chavez",F,2022-10-30,Maine,Tablet,1,27.97,2025-08-28
1284,"Michael Hale",M,2024-09-10,Florida,Tablet,3,2158.95,2025-08-05
1285,"Kelly Sheppard",F,2024-09-26,Pennsylvania,Tablet,0,NULL,NULL
1286,"John Alvarado",M,2022-10-04,Georgia,Desktop,3,1390.98,2025-02-03
1287,"Christopher Olson",F,2023-08-21,"North Dakota",Desktop,3,1747.27,2025-08-23
1288,"Mary Wong",M,2023-05-17,Arkansas,Tablet,0,NULL,NULL
1289,"Cynthia Sherman",M,2024-04-23,Idaho,Tablet,2,900.23,2025-01-20
1290,"William Boyd",F,2024-06-22,Florida,Tablet,4,2560.54,2025-05-18
1291,"Robin Figueroa",F,2023-02-10,"New Mexico",Desktop,3,1062.03,2025-03-09
1292,"Teresa Dudley",F,2024-04-30,Minnesota,Desktop,3,2028.94,2025-05-01
1293,"Lauren Wilkinson",M,2023-09-23,Florida,Mobile,4,1979.09,2024-11-24
1294,"Erica Martinez",M,2025-07-04,Montana,Mobile,2,1066.06,2024-01-26
1295,"Kevin Quinn",M,2023-09-29,Indiana,Desktop,2,501.61,2024-04-16
1296,"James Mendez",F,2024-05-20,Montana,Mobile,3,1398.15,2024-08-10
1297,"Connie Wade",F,2023-05-28,Oklahoma,Tablet,3,2505.41,2025-02-28
1298,"Christopher Arnold",F,2023-05-30,Massachusetts,Mobile,2,942.97,2024-11-27
1299,"Ian Willis",M,2024-02-06,Georgia,Desktop,3,2064.13,2024-08-09
1300,"Stephanie Anderson",F,2024-04-16,Minnesota,Mobile,3,1477.09,2024-10-10
1301,"Paul Phillips",M,2023-02-02,Massachusetts,Desktop,1,231.07,2025-07-23
1302,"Monique Lewis",F,2025-01-25,Idaho,Desktop,1,487.43,2025-03-28
1303,"William Bryant",M,2024-04-25,"North Dakota",Mobile,7,3726.31,2025-04-05
1304,"Colleen Richardson",M,2025-06-03,Arkansas,Mobile,3,1108.36,2025-03-12
1305,"Laura Watkins",M,2024-10-02,Alaska,Tablet,2,1509.41,2024-09-13
1306,"Christy Johnson",F,2023-01-15,Iowa,Desktop,1,241.50,2023-09-05
1307,"Paul Buchanan",M,2022-12-17,Arkansas,Tablet,0,NULL,NULL
1308,"Lisa Nelson",M,2022-11-15,"South Carolina",Tablet,4,2303.62,2025-07-12
1309,"Sharon Sanders",M,2024-04-12,Wyoming,Desktop,0,NULL,NULL
1310,"Terry Kelley",M,2022-09-19,Colorado,Mobile,4,2117.50,2025-04-29
1311,"Patricia Collins",F,2024-05-22,"North Carolina",Tablet,1,241.91,2025-03-31
